system,id,coverage,density
freelance_writer,448cb2d5d0d6490083ae1b751f0b2e7b,0.7547,1.434
freelance_writer,448cb2d5d0d6490083ae1b751f0b2e7b,0.8409,2.5227
freelance_writer,9ff67e17a61f4b98ba99f986aea9b37c,0.5517,0.6207
freelance_writer,9ff67e17a61f4b98ba99f986aea9b37c,0.625,0.875
freelance_writer,9ff67e17a61f4b98ba99f986aea9b37c,0.6522,1.7826
freelance_writer,b1ef36b906cc46f2901d438f650f4672,0.8,1.3778
freelance_writer,b1ef36b906cc46f2901d438f650f4672,0.7917,1.3333
freelance_writer,5a5d2bbfb7a74067abfb31a5f4888c71,0.8065,1.5484
freelance_writer,5a5d2bbfb7a74067abfb31a5f4888c71,0.8333,2.6667
freelance_writer,5a5d2bbfb7a74067abfb31a5f4888c71,0.7636,1.7455
freelance_writer,14f71296e6404651bfdcfd300ddebcf8,1.0,9.4082
freelance_writer,14f71296e6404651bfdcfd300ddebcf8,0.6383,1.1064
freelance_writer,14f71296e6404651bfdcfd300ddebcf8,0.8085,2.0
freelance_writer,14f71296e6404651bfdcfd300ddebcf8,0.8776,3.1224
freelance_writer,12e2247575bb460284ecaa276965b73f,0.8043,2.7174
freelance_writer,12e2247575bb460284ecaa276965b73f,0.8571,3.0612
freelance_writer,302c800172da420f9e2e80474a9cf5ec,0.9057,2.3019
freelance_writer,302c800172da420f9e2e80474a9cf5ec,0.78,2.18
freelance_writer,302c800172da420f9e2e80474a9cf5ec,0.875,1.8333
freelance_writer,bd35a4e31c6a4123bc4f94e0cbf78981,0.8727,2.4727
freelance_writer,bd35a4e31c6a4123bc4f94e0cbf78981,0.8605,2.5349
freelance_writer,bd35a4e31c6a4123bc4f94e0cbf78981,0.7778,2.037
freelance_writer,c4a977ddeb9f42b38b5fad9d418a3637,0.7955,2.4773
freelance_writer,c4a977ddeb9f42b38b5fad9d418a3637,0.8462,2.9231
freelance_writer,75aac08a2e784973badd5fb5b4a41397,0.7778,1.1852
freelance_writer,75aac08a2e784973badd5fb5b4a41397,0.7447,1.8936
freelance_writer,94cc70c2c23d4be4b93990116be9ecee,0.6327,1.4082
freelance_writer,94cc70c2c23d4be4b93990116be9ecee,0.9091,2.3273
freelance_writer,94cc70c2c23d4be4b93990116be9ecee,0.7,1.18
freelance_writer,94cc70c2c23d4be4b93990116be9ecee,0.6596,2.3191
freelance_writer,58b81f0f9fa34aeea9f49e9c97241063,0.5882,0.902
freelance_writer,58b81f0f9fa34aeea9f49e9c97241063,0.717,4.2264
freelance_writer,58b81f0f9fa34aeea9f49e9c97241063,0.766,1.4894
freelance_writer,2c80f9196b654048b01397ebd52d3518,0.8679,2.0377
freelance_writer,2c80f9196b654048b01397ebd52d3518,0.8478,2.3261
freelance_writer,2c80f9196b654048b01397ebd52d3518,0.8,1.25
freelance_writer,fd3b3290114f481388e56dd43b873253,0.9388,2.9796
freelance_writer,fd3b3290114f481388e56dd43b873253,0.7826,1.5652
freelance_writer,b6c205d481654a9887690b363229dba7,0.6591,0.9318
freelance_writer,b6c205d481654a9887690b363229dba7,0.7692,2.2692
freelance_writer,b6c205d481654a9887690b363229dba7,0.6786,1.0357
freelance_writer,a23c8027fce646de9c068bbf1d759c36,0.8367,2.0204
freelance_writer,a23c8027fce646de9c068bbf1d759c36,0.9057,5.7736
freelance_writer,a23c8027fce646de9c068bbf1d759c36,0.6531,1.5102
freelance_writer,a23c8027fce646de9c068bbf1d759c36,0.8478,2.5
freelance_writer,e53a5dad7de549729c853216c64b9b44,0.6739,1.2826
freelance_writer,e53a5dad7de549729c853216c64b9b44,0.8182,2.2364
freelance_writer,fff3805552f8494a93d9f149be98a250,0.7551,1.3265
freelance_writer,fff3805552f8494a93d9f149be98a250,0.625,0.9167
freelance_writer,fff3805552f8494a93d9f149be98a250,0.8824,2.451
freelance_writer,18cba9a8f2f64055a707452638182303,0.7755,1.3061
freelance_writer,18cba9a8f2f64055a707452638182303,0.8125,1.3958
freelance_writer,18cba9a8f2f64055a707452638182303,0.918,4.3934
freelance_writer,0f1d41fcf8934fdf8fc993851ba9c6c4,0.7857,2.2143
freelance_writer,0f1d41fcf8934fdf8fc993851ba9c6c4,0.7115,1.0962
freelance_writer,3437e88f01a7470b8e227c785ff0bf0d,0.7143,2.0612
freelance_writer,3437e88f01a7470b8e227c785ff0bf0d,0.7674,2.1163
freelance_writer,3437e88f01a7470b8e227c785ff0bf0d,0.8889,1.7778
freelance_writer,84fa3eec483747ba97c6b025c53e3005,0.8333,2.3571
freelance_writer,84fa3eec483747ba97c6b025c53e3005,0.5455,0.7273
freelance_writer,84fa3eec483747ba97c6b025c53e3005,0.7073,1.3415
freelance_writer,84fa3eec483747ba97c6b025c53e3005,0.58,0.78
freelance_writer,532b122b3bf54cf5a694141c313af07d,0.8214,3.0
freelance_writer,532b122b3bf54cf5a694141c313af07d,0.9444,2.8704
freelance_writer,532b122b3bf54cf5a694141c313af07d,0.9423,2.4038
freelance_writer,e1bf92b382b44b7d8a012889c0b7e60e,0.8,1.2727
freelance_writer,e1bf92b382b44b7d8a012889c0b7e60e,0.8261,1.4348
freelance_writer,9748bf127ca74011b21fcea01135e263,0.7407,1.7778
freelance_writer,9748bf127ca74011b21fcea01135e263,0.96,2.84
freelance_writer,9748bf127ca74011b21fcea01135e263,0.75,1.4583
freelance_writer,4f36bb563c2949a58db7198e337e64c1,0.898,2.6939
freelance_writer,4f36bb563c2949a58db7198e337e64c1,0.8667,2.6889
freelance_writer,4f36bb563c2949a58db7198e337e64c1,0.8679,2.1887
freelance_writer,4f36bb563c2949a58db7198e337e64c1,0.9615,4.8077
freelance_writer,8a87811f45754cd1b17c00e03d1f2773,0.9268,3.3171
freelance_writer,8a87811f45754cd1b17c00e03d1f2773,0.7759,1.431
freelance_writer,2ade281594b94155aa8c344f1302c0a6,0.5909,1.1364
freelance_writer,2ade281594b94155aa8c344f1302c0a6,0.75,2.0833
freelance_writer,2ade281594b94155aa8c344f1302c0a6,0.8929,2.7143
freelance_writer,423df8e4d9004e028cebb47f06bd1e35,0.76,1.56
freelance_writer,423df8e4d9004e028cebb47f06bd1e35,0.6977,1.5814
freelance_writer,423df8e4d9004e028cebb47f06bd1e35,0.8475,2.3729
freelance_writer,975160e2274c49e3abe326d8e6c5e367,0.6863,1.0784
freelance_writer,975160e2274c49e3abe326d8e6c5e367,0.7907,2.6512
freelance_writer,975160e2274c49e3abe326d8e6c5e367,0.8448,1.2931
freelance_writer,975160e2274c49e3abe326d8e6c5e367,0.8913,1.8478
freelance_writer,fc0759c80e584fa4b407d74b350f2c6c,0.7636,2.5091
freelance_writer,fc0759c80e584fa4b407d74b350f2c6c,0.78,2.34
freelance_writer,197ac2ec9f4247bca556023c0593c113,0.8545,2.6727
freelance_writer,197ac2ec9f4247bca556023c0593c113,0.8409,1.3409
freelance_writer,f1d84317501a4ba285f0e81384471f6e,0.8125,2.3542
freelance_writer,f1d84317501a4ba285f0e81384471f6e,0.8571,1.9048
freelance_writer,f1d84317501a4ba285f0e81384471f6e,0.7442,1.6279
freelance_writer,f1d84317501a4ba285f0e81384471f6e,0.7308,2.3077
freelance_writer,658c33365a264d1ebb7adace464406e9,0.9388,7.0204
freelance_writer,658c33365a264d1ebb7adace464406e9,0.8,1.4667
freelance_writer,658c33365a264d1ebb7adace464406e9,0.7708,1.3542
freelance_writer,1d6de9a1cfdc48f989f485d297fe294e,0.8529,2.1471
freelance_writer,1d6de9a1cfdc48f989f485d297fe294e,0.7872,2.7021
freelance_writer,1d6de9a1cfdc48f989f485d297fe294e,0.8222,3.4444
freelance_writer,1d6de9a1cfdc48f989f485d297fe294e,0.7872,1.5532
freelance_writer,7003129c4b77441b96743d87085f4d58,0.9216,2.0588
freelance_writer,7003129c4b77441b96743d87085f4d58,0.8,1.5
freelance_writer,7003129c4b77441b96743d87085f4d58,0.8654,3.0192
freelance_writer,649b09bfce674ca1bfd66a519fcdf59a,0.9216,2.9216
freelance_writer,649b09bfce674ca1bfd66a519fcdf59a,0.8936,2.1702
freelance_writer,649b09bfce674ca1bfd66a519fcdf59a,0.8478,2.3261
freelance_writer,91394827e78e484084a81a6fae226b3a,0.8654,2.5577
freelance_writer,91394827e78e484084a81a6fae226b3a,0.807,1.6842
freelance_writer,9e58291d3d234e4eb2ba38f90326eca3,0.7692,2.5128
freelance_writer,9e58291d3d234e4eb2ba38f90326eca3,0.86,3.02
freelance_writer,9e58291d3d234e4eb2ba38f90326eca3,0.8,2.4
text-davinci-002,18cba9a8f2f64055a707452638182303,1.0,20.5455
text-davinci-002,66f39853ad2b437c8bdca86ae74bb35f,0.9344,6.6066
text-davinci-002,302c800172da420f9e2e80474a9cf5ec,0.913,2.7391
text-davinci-002,14f71296e6404651bfdcfd300ddebcf8,0.9851,10.0896
text-davinci-002,5a5d2bbfb7a74067abfb31a5f4888c71,1.0,11.8846
text-davinci-002,1ea22520bd7b4fe288c62159e02f803d,0.9024,4.4146
text-davinci-002,84fa3eec483747ba97c6b025c53e3005,0.9767,4.2326
text-davinci-002,6f18757d62184196b18ed0ecda6b55bc,1.0,19.96
text-davinci-002,4f36bb563c2949a58db7198e337e64c1,1.0,58.0
text-davinci-002,a23c8027fce646de9c068bbf1d759c36,0.9722,4.9722
text-davinci-002,f1d84317501a4ba285f0e81384471f6e,0.8148,7.6296
text-davinci-002,24df2a97c6a94a40b5f291ad5e5314b0,0.8776,3.3265
text-davinci-002,8a87811f45754cd1b17c00e03d1f2773,0.7568,1.4595
text-davinci-002,c346a0a6d6074573bcbe3a1c0bab1354,0.9655,17.2069
text-davinci-002,43fe258814434c85a12ac88831a476c3,1.0,44.0
text-davinci-002,b799bf9fa6484454aa8e6558ad2e05fe,1.0,27.7
text-davinci-002,fc0759c80e584fa4b407d74b350f2c6c,1.0,46.0
text-davinci-002,423df8e4d9004e028cebb47f06bd1e35,0.9474,4.9474
text-davinci-002,12e2247575bb460284ecaa276965b73f,0.9706,3.6765
text-davinci-002,c4a977ddeb9f42b38b5fad9d418a3637,0.8182,5.4848
text-davinci-002,2ade281594b94155aa8c344f1302c0a6,0.9808,5.9423
text-davinci-002,909f8362981a44eeae5060ea05eb31e6,0.7812,1.4062
text-davinci-002,9e58291d3d234e4eb2ba38f90326eca3,0.8,1.8667
text-davinci-002,c49141df06f643f38cc7ea59635592bb,1.0,27.0
text-davinci-002,77dd7eb99eaa458a9c33612845124d03,0.7949,1.5128
text-davinci-002,3d313cc616b64884a3c351a691d5095a,0.9714,2.4571
text-davinci-002,3b82559a2edb48c7bffca655c43fe34d,0.7857,1.5
text-davinci-002,2c80f9196b654048b01397ebd52d3518,0.9778,4.0
text-davinci-002,7d6aca97a8934adda2d0a5481808a5c8,1.0,12.5758
text-davinci-002,7003129c4b77441b96743d87085f4d58,0.9615,7.9615
text-davinci-002,0f1d41fcf8934fdf8fc993851ba9c6c4,0.95,5.05
text-davinci-002,975160e2274c49e3abe326d8e6c5e367,0.9481,5.5714
text-davinci-002,75aac08a2e784973badd5fb5b4a41397,0.913,4.087
text-davinci-002,1837ffd3608240eb94975a7144547467,0.9268,3.1707
text-davinci-002,f39e71a1b09d4cc9a52df7e49cc0437f,0.88,5.56
text-davinci-002,ef808d6c26924d8ca7f9ab88c54b12bd,0.8033,1.3607
text-davinci-002,cf18e4a6728349f3afd5e1a2ca3f8a37,0.8958,2.0625
text-davinci-002,448cb2d5d0d6490083ae1b751f0b2e7b,0.8519,1.5926
text-davinci-002,0adb86356834452298d180104ff54179,1.0,48.0
text-davinci-002,fd3b3290114f481388e56dd43b873253,0.9038,2.4038
text-davinci-002,1d6de9a1cfdc48f989f485d297fe294e,0.9111,4.7778
text-davinci-002,e1bf92b382b44b7d8a012889c0b7e60e,0.8182,2.0455
text-davinci-002,2569a0bebc5f487db4a5485b0c0896ec,1.0,41.9804
text-davinci-002,8319ea726dbb4eeab639c70ff3f72ec2,0.9206,1.6508
text-davinci-002,3258d30c9b0a46afb2999af98a1123a1,0.8961,7.6494
text-davinci-002,b3168ab4857d4190ac3b2eb46d096f81,0.8627,1.6078
text-davinci-002,94cc70c2c23d4be4b93990116be9ecee,1.0,11.6667
text-davinci-002,649b09bfce674ca1bfd66a519fcdf59a,0.9265,4.9559
text-davinci-002,acdd4f4f718740f3806bf0e30d038b66,0.9583,18.375
text-davinci-002,b1ef36b906cc46f2901d438f650f4672,0.9859,63.3521
text-davinci-002,7f46ca0ef37c46ca8e371c1fd9604d5c,1.0,44.0
text-davinci-002,82b69aa5acc04079a6d99ec7523f9af4,0.9403,6.2836
text-davinci-002,f1e71c7354f74bd19bd9006c888ddb0a,0.8372,1.5814
text-davinci-002,197ac2ec9f4247bca556023c0593c113,0.881,2.881
text-davinci-002,fa6aef87d0da4352885dd68996ff2c98,1.0,19.7407
text-davinci-002,e53a5dad7de549729c853216c64b9b44,0.6071,1.1071
text-davinci-002,08c88b7d81f148ce95c37ac8a2b0c921,0.9744,19.5128
text-davinci-002,6b138ac4c76b4b32ab6639bfef6dfaad,0.913,4.2174
text-davinci-002,91394827e78e484084a81a6fae226b3a,0.8649,3.5135
text-davinci-002,220155949987431794d2c35d7fab6b3e,1.0,34.9216
text-davinci-002,532b122b3bf54cf5a694141c313af07d,0.9375,5.9375
text-davinci-002,a7d2b321390e4874bbbfc95f9ec862f9,0.9744,7.3333
text-davinci-002,eaf927e02e984ee18ef7cf147a40245e,0.8205,3.1282
text-davinci-002,bd9969ecd80e4ee685dfac604074f285,0.9737,1.9737
text-davinci-002,fff3805552f8494a93d9f149be98a250,0.8636,2.0
text-davinci-002,58b81f0f9fa34aeea9f49e9c97241063,0.9375,14.0208
text-davinci-002,bd35a4e31c6a4123bc4f94e0cbf78981,1.0,39.0312
text-davinci-002,22e7e602ee234513be86ebb57199b827,1.0,28.6333
text-davinci-002,e399444828cc4d3c888daec393e94309,1.0,10.1739
text-davinci-002,1e9e8efed5544ebf8e20ae191c32a936,0.9643,5.5357
text-davinci-002,658c33365a264d1ebb7adace464406e9,0.7846,1.5231
text-davinci-002,b6c205d481654a9887690b363229dba7,0.95,5.1
text-davinci-002,9748bf127ca74011b21fcea01135e263,0.878,4.1463
text-davinci-002,e92a0e61638344b8aebea5964d19694c,0.9286,7.7857
text-davinci-002,3437e88f01a7470b8e227c785ff0bf0d,0.9355,4.1613
text-davinci-002,9ff67e17a61f4b98ba99f986aea9b37c,0.5161,1.0968
